dob,height,name,reach,stance,url
"Sep 03, 1986","5' 11""",Lorenz Larkin,"72""",Orthodox,http://ufcstats.com/fighter-details/9450848a71d53776
"Aug 08, 1984","6' 3""",Alberto Uda,--,Orthodox,http://ufcstats.com/fighter-details/8f2deefe8c5dfb5d
"Sep 15, 1990","5' 10""",Horacio Gutierrez,--,,http://ufcstats.com/fighter-details/cd85b48dc880fabd
"May 08, 1978","5' 7""",Tatsuya Kawajiri,"69""",Orthodox,http://ufcstats.com/fighter-details/80d918336163b80c
"Oct 08, 1981","5' 8""",Francisco Rivera,"70""",Orthodox,http://ufcstats.com/fighter-details/7ea4a9f07df33a45
"Jan 08, 1991","5' 10""",Michael Graves,"71""",Orthodox,http://ufcstats.com/fighter-details/3f1d23b01c552a13
"Jan 31, 1991","5' 11""",Cesar Arzamendia,--,Orthodox,http://ufcstats.com/fighter-details/49f78022126bf4a4
"Oct 14, 1986","5' 9""",Jim Alers,"71""",Orthodox,http://ufcstats.com/fighter-details/fe5a9547479396ab
"Jan 15, 1991","5' 9""",Michael McDonald,"70""",Orthodox,http://ufcstats.com/fighter-details/d0314416a7f26527
"Mar 14, 1988","6' 3""",Josh Samman,"79""",Orthodox,http://ufcstats.com/fighter-details/9deff9e3e8d94d47
"Mar 29, 1994","5' 3""",Cristina Stanciu,--,Orthodox,http://ufcstats.com/fighter-details/175852708cb55776
"Jul 12, 1990","5' 10""",Cody Pfister,"73""",Orthodox,http://ufcstats.com/fighter-details/5904b0b38dc6718d
"Jul 12, 1977","6' 3""",Brock Lesnar,"81""",Orthodox,http://ufcstats.com/fighter-details/513c6f1715e547a8
"Sep 02, 1986","5' 10""",Enrique Marin,--,,http://ufcstats.com/fighter-details/23a6e307077c6ccc
"Nov 08, 1984","5' 7""",Thiago Tavares,"70""",Orthodox,http://ufcstats.com/fighter-details/8a59d346dc976a10
"Feb 24, 1982","5' 6""",Fernando Bruno,--,,http://ufcstats.com/fighter-details/b8c0f30ee9a98b69
"May 10, 1988","6' 3""",Cory Hendricks,--,,http://ufcstats.com/fighter-details/9ab9912e0f8fa6d6
"May 10, 1987","5' 11""",Anton Zafir,--,Orthodox,http://ufcstats.com/fighter-details/8c822811eedc11ad
"Apr 13, 1985","6' 1""",Mehdi Baghdad,--,Orthodox,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b
"May 16, 1986","5' 8""",Anthony Birchak,"69""",Orthodox,http://ufcstats.com/fighter-details/c5a126ace82a6025
"Sep 26, 1984","5' 5""",Dileno Lopes,--,,http://ufcstats.com/fighter-details/8270c00fae24c922
"Oct 01, 1979","5' 8""",Jerrod Sanders,"72""",Orthodox,http://ufcstats.com/fighter-details/12f1b140e248bdb9
"Jul 22, 1989","6' 0""",Rory MacDonald,"76""",Orthodox,http://ufcstats.com/fighter-details/cbd5d3cdd862e90e
"Jul 29, 1981","5' 11""",Steve Bosse,"72""",Orthodox,http://ufcstats.com/fighter-details/e023fa2e648ea0f1
"Aug 06, 1985","5' 7""",Chris Beal,"69""",Orthodox,http://ufcstats.com/fighter-details/55f446032177b119
"May 13, 1983","5' 11""",Yan Cabral,"73""",Orthodox,http://ufcstats.com/fighter-details/7cdd3e5d3aa9cb39
"Apr 11, 1989","6' 1""",Dominic Waters,"79""",Orthodox,http://ufcstats.com/fighter-details/2de91c2244ad7e89
"Jan 21, 1987","5' 8""",Willie Gates,"72""",Orthodox,http://ufcstats.com/fighter-details/6ded9184b2284645
"Feb 21, 1981","5' 7""",Chris Kelades,"68""",Orthodox,http://ufcstats.com/fighter-details/56c9acc4e86046a2
"Nov 21, 1986","6' 2""",Clint Hester,"77""",Orthodox,http://ufcstats.com/fighter-details/92b62174c175ce19
"Jan 15, 1986","5' 9""",Efrain Escudero,"71""",Orthodox,http://ufcstats.com/fighter-details/83fd97284f4bb4a4
"May 18, 1979","6' 2""",Gabriel Gonzaga,"76""",Orthodox,http://ufcstats.com/fighter-details/270b89c00ef0c55c
"Jan 02, 1979","6' 0""",Igor Pokrajac,"74""",Orthodox,http://ufcstats.com/fighter-details/53278852bcd91e11
"Nov 19, 1986","5' 5""",Ian Entwistle,--,Orthodox,http://ufcstats.com/fighter-details/d7adfcfdf7c6c1f8
"Jul 21, 1992","5' 8""",Filip Pejic,--,Orthodox,http://ufcstats.com/fighter-details/38ed5a2299230227
"Nov 11, 1988","6' 0""",Lucas Martins,"72""",Southpaw,http://ufcstats.com/fighter-details/7413b80dbb0f8f9f
"Apr 12, 1983","5' 9""",Robert Whiteford,"69""",Southpaw,http://ufcstats.com/fighter-details/1dafccb62a0f98ec
"May 24, 1979","6' 3""",Frank Mir,"79""",Southpaw,http://ufcstats.com/fighter-details/1ff9589f9065a9ed
"Sep 29, 1981","6' 2""",James Te Huna,"75""",Orthodox,http://ufcstats.com/fighter-details/f5431394fb284bb9
"Feb 16, 1986","5' 8""",Mark Eddiva,"68""",Orthodox,http://ufcstats.com/fighter-details/40ff198adda94b9f
"Oct 22, 1986","5' 1""",Rin Nakai,--,Orthodox,http://ufcstats.com/fighter-details/f9ae6914f604aa9f
"Mar 08, 1984","5' 11""",Viscardi Andrade,"75""",Orthodox,http://ufcstats.com/fighter-details/d221ee27afc7a60e
"May 15, 1983","6' 0""",Tom Lawlor,"74""",Southpaw,http://ufcstats.com/fighter-details/4d44f37107f01b9b
"Jun 25, 1983","6' 0""",Marcelo Guimaraes,"73""",Orthodox,http://ufcstats.com/fighter-details/0c9c0a43d3f3f49d
"Mar 13, 1982","5' 8""",Justin Salas,"70""",Southpaw,http://ufcstats.com/fighter-details/9b198c73e3d0d289
"Sep 15, 1987","5' 7""",Mike Wilkinson,"66""",Orthodox,http://ufcstats.com/fighter-details/cfaf010d5b389c09
"Sep 08, 1987","5' 10""",Chris Dempsey,"72""",Orthodox,http://ufcstats.com/fighter-details/dfae5da5676e4194
"Feb 04, 1981","5' 9""",Yaotzin Meza,"71""",Orthodox,http://ufcstats.com/fighter-details/3623bd267a2eef2e
"Dec 22, 1986","5' 11""",Norman Parke,"70""",Southpaw,http://ufcstats.com/fighter-details/14ff46596ad80609
"Apr 25, 1985","6' 1""",Martin Svensson,--,,http://ufcstats.com/fighter-details/bcad7223af3c19da
"Sep 23, 1982","6' 0""",Joe Riggs,"70""",Southpaw,http://ufcstats.com/fighter-details/d512d9f204059f57
"Aug 21, 1982","5' 9""",Daniel Sarafian,"73""",Orthodox,http://ufcstats.com/fighter-details/7e47047d0971d566
"Apr 28, 1989","5' 10""",Jonavin Webb,--,Orthodox,http://ufcstats.com/fighter-details/f40ec51dd4de47c3
"Aug 04, 1986","6' 2""",Jared Rosholt,"75""",Orthodox,http://ufcstats.com/fighter-details/91ea901c458e95dd
"Apr 14, 1980","6' 1""",Rafael Cavalcante,"74""",Orthodox,http://ufcstats.com/fighter-details/5c1ca0c72b599a3c
"Dec 07, 1982","5' 10""",KJ Noons,"70""",Orthodox,http://ufcstats.com/fighter-details/b7ffa72aa148599a
"Jun 08, 1984","5' 9""",Noad Lahat,"69""",Orthodox,http://ufcstats.com/fighter-details/9f755fb04cc21499
"Oct 06, 1986","5' 10""",Masio Fullen,"70""",Orthodox,http://ufcstats.com/fighter-details/4638cc6479cc0afe
"Dec 17, 1989","6' 4""",Matt Dwyer,"76""",Orthodox,http://ufcstats.com/fighter-details/8f0d576beba1cfcd
"Aug 08, 1988","5' 11""",Damon Jackson,"71""",Switch,http://ufcstats.com/fighter-details/29af297d9f1de0f8
"Jan 07, 1989","5' 8""",Levan Makashvili,"68""",Orthodox,http://ufcstats.com/fighter-details/938ad489fb7a1f31
"Apr 12, 1985","5' 9""",Felipe Olivieri,--,Orthodox,http://ufcstats.com/fighter-details/948880beac71f028
"Jul 15, 1978","6' 3""",Matt Mitrione,"82""",Switch,http://ufcstats.com/fighter-details/ba280572acfba13f
"Jun 11, 1985","5' 8""",Daron Cruickshank,"72""",Switch,http://ufcstats.com/fighter-details/5f99b2bafb10305f
"May 27, 1987","5' 7""",Diego Brandao,"64""",Orthodox,http://ufcstats.com/fighter-details/c2e3e67b5911bfb7
"Oct 14, 1985","5' 11""",Tony Sims,"70""",Southpaw,http://ufcstats.com/fighter-details/57bad6a84230f0c9
"Nov 19, 1982","5' 7""",Masanori Kanehara,"67""",Orthodox,http://ufcstats.com/fighter-details/f3a078277b3b8ff4
"Aug 20, 1984","6' 1""",Sheldon Westcott,"71""",Southpaw,http://ufcstats.com/fighter-details/ec2d13a87d3d9541
"Feb 22, 1984","5' 10""",Edgar Garcia,"71""",Orthodox,http://ufcstats.com/fighter-details/8d49545dadf9b919
"Sep 20, 1985","5' 5""",Sarah Kaufman,"66""",Orthodox,http://ufcstats.com/fighter-details/36df8e119aec6175
"Aug 25, 1979","5' 9""",Danny Castillo,"71""",Orthodox,http://ufcstats.com/fighter-details/d1e7fc58d4225cdf
"Oct 20, 1982","5' 10""",Hayder Hassan,--,,http://ufcstats.com/fighter-details/cf615eb4b7862c76
"May 05, 1989","6' 0""",Marcio Alexandre Junior,"75""",Southpaw,http://ufcstats.com/fighter-details/d53482bef23235ba
"Oct 14, 1987","5' 9""",Marcin Wrzosek,--,,http://ufcstats.com/fighter-details/aac6edb0d5e0b7e9
"Jan 31, 1983","5' 11""",Konstantin Erokhin,--,Orthodox,http://ufcstats.com/fighter-details/22061ff217907c78
"Sep 01, 1980","5' 8""",Mike Pierce,"71""",Orthodox,http://ufcstats.com/fighter-details/236a37d96d476164
"Sep 04, 1982","5' 11""",Abner Lloveras,--,,http://ufcstats.com/fighter-details/6448e57a9533b7e4
"Mar 01, 1983","5' 7""",John Howard,"72""",Orthodox,http://ufcstats.com/fighter-details/fc31f896cde2bc2e
"May 20, 1988","5' 11""",Andreas Stahl,--,Orthodox,http://ufcstats.com/fighter-details/69a400af4420cd6a
"Jul 14, 1981","5' 3""",Emily Kagan,--,,http://ufcstats.com/fighter-details/c1ea9d56cd953586
"Nov 16, 1983","5' 9""",Benson Henderson,"70""",Southpaw,http://ufcstats.com/fighter-details/2676b28836a5a836
"Jul 29, 1975","5' 10""",Yoshihiro Akiyama,"75""",Orthodox,http://ufcstats.com/fighter-details/b0550072e5f0afa7
"Dec 07, 1984","5' 10""",Dongi Yang,"73""",Southpaw,http://ufcstats.com/fighter-details/aed06011bf62237b
"Jul 16, 1981","5' 9""",Yui Chul Nam,--,Orthodox,http://ufcstats.com/fighter-details/a00ec21cfbba17b6
"Oct 03, 1983","5' 10""",Leo Kuntz,--,Orthodox,http://ufcstats.com/fighter-details/6905d45bd71b50a9
"Sep 17, 1982","5' 5""",Scott Jorgensen,"66""",Orthodox,http://ufcstats.com/fighter-details/0b64d0fed453ef7f
"Jun 03, 1992","5' 6""",Vernon Ramos Ho,--,Orthodox,http://ufcstats.com/fighter-details/30b577b112bef42d
"Aug 15, 1985","6' 0""",Valmir Lazaro,"73""",Orthodox,http://ufcstats.com/fighter-details/777dea713da2441d
"Jan 14, 1983","5' 10""",Akbarh Arreola,"71""",Southpaw,http://ufcstats.com/fighter-details/c136b2a8852da5bd
"Oct 05, 1972","6' 3""",Anthony Perosh,"75""",Orthodox,http://ufcstats.com/fighter-details/4b4753d19489297f
"Jun 14, 1985","5' 6""",Danny Martinez,"67""",Orthodox,http://ufcstats.com/fighter-details/8a9c6c4301f6d088
"Jun 19, 1983","5' 6""",Richie Vaculik,"69""",Orthodox,http://ufcstats.com/fighter-details/54578e5927adea53
"Dec 19, 1990","6' 4""",Steve Montgomery,--,Southpaw,http://ufcstats.com/fighter-details/6e92eb1242b46636
"Mar 07, 1983","5' 11""",Steve Kennedy,--,Orthodox,http://ufcstats.com/fighter-details/185fb0200a4605e6
"Aug 25, 1987","5' 9""",Piotr Hallmann,"71""",Orthodox,http://ufcstats.com/fighter-details/a3be148af5c7b088
"Mar 17, 1980","6' 1""",Fabio Maldonado,"75""",Orthodox,http://ufcstats.com/fighter-details/1fb80f46d3c105d9
"Oct 17, 1984","6' 0""",Edimilson Souza,"74""",Orthodox,http://ufcstats.com/fighter-details/6c7020b859c7a3ce
"Sep 11, 1982","5' 11""",Gasan Umalatov,"71""",Orthodox,http://ufcstats.com/fighter-details/7a39bbac8cc0fa70
"Jun 28, 1991","5' 6""",Bruno Rodrigues,--,,http://ufcstats.com/fighter-details/6c011be66326ad97
"May 03, 1988","5' 10""",Paddy Holohan,"69""",Orthodox,http://ufcstats.com/fighter-details/6e7c758f5cdec01a
"Aug 19, 1987","5' 6""",Jon Delos Reyes,"67""",Orthodox,http://ufcstats.com/fighter-details/0d0351c20169a499
"Aug 16, 1987","5' 11""",Mickael Lebout,"73""",Orthodox,http://ufcstats.com/fighter-details/c575ab451e3c5b1d
"Dec 24, 1987","5' 2""",Aisling Daly,"64""",Orthodox,http://ufcstats.com/fighter-details/e50cd77732d39967
"Mar 05, 1989","5' 6""",Ericka Almeida,--,Orthodox,http://ufcstats.com/fighter-details/67a992d4cff22466
"Sep 02, 1987","6' 1""",Cathal Pendred,"75""",Orthodox,http://ufcstats.com/fighter-details/99c7610aa74995d3
"Jul 24, 1985","6' 0""",Bubba Bush,--,Orthodox,http://ufcstats.com/fighter-details/132505067f08c54d
"Nov 26, 1986","6' 3""",Ruslan Magomedov,"78""",Orthodox,http://ufcstats.com/fighter-details/369e1ce458ef50a6
"Oct 21, 1984","6' 0""",Shawn Jordan,"75""",Southpaw,http://ufcstats.com/fighter-details/ca2efc9d7d523c43
"Dec 17, 1981","5' 9""",Francisco Trevino,"70""",Orthodox,http://ufcstats.com/fighter-details/97a6bbe6e6566a94
"May 27, 1981","5' 3""",Chris Cariaso,"64""",Southpaw,http://ufcstats.com/fighter-details/b2e3aca4cd363477
"Jan 26, 1985","5' 6""",Chico Camus,"66""",Orthodox,http://ufcstats.com/fighter-details/32be4b7f7de1c905
"Nov 10, 1981","6' 1""",George Roop,"72""",Orthodox,http://ufcstats.com/fighter-details/3c0437fbeda06962
"Oct 31, 1981","5' 8""",Katsunori Kikuno,"66""",Orthodox,http://ufcstats.com/fighter-details/44470bfd9483c7ad
"Dec 08, 1981","5' 8""",Naoyuki Kotani,"66""",Southpaw,http://ufcstats.com/fighter-details/bc8f6b42767e28df
"May 09, 1986","5' 11""",Roger Zapata,--,Southpaw,http://ufcstats.com/fighter-details/fe5ca7ef93c3f6a7
"Mar 10, 1993","5' 11""",Clay Collard,"73""",Orthodox,http://ufcstats.com/fighter-details/cc900c6a71ed23f3
"Jan 25, 1983","6' 2""",Ron Stallings,"75""",Southpaw,http://ufcstats.com/fighter-details/6dd758d34da8d254
"May 16, 1986","5' 8""",Nazareno Malegarie,--,,http://ufcstats.com/fighter-details/d38e8c6ae2dfc051
"Apr 23, 1984","5' 9""",Sam Stout,"70""",Orthodox,http://ufcstats.com/fighter-details/501b07aec9b8fc2d
"May 30, 1979","5' 7""",Yves Jabouin,"68""",Orthodox,http://ufcstats.com/fighter-details/b4eeac608fc82f88
"Sep 22, 1986","5' 11""",Elias Silverio,"73""",Orthodox,http://ufcstats.com/fighter-details/52ba464d9068d871
"Jul 13, 1982","6' 1""",Tom Watson,"73""",Orthodox,http://ufcstats.com/fighter-details/6809c31286b08d97
"Oct 03, 1989","5' 5""",Sirwan Kakai,--,Orthodox,http://ufcstats.com/fighter-details/2525a853486ee670
"Feb 21, 1988","5' 7""",Roman Salazar,--,Orthodox,http://ufcstats.com/fighter-details/72c4b253d2f5ebf2
"Jul 30, 1987","5' 9""",Anthony Christodoulou,--,Orthodox,http://ufcstats.com/fighter-details/4f11e9ce318ffbcb
"Jun 02, 1976","6' 3""",Antonio Rodrigo Nogueira,"77""",Orthodox,http://ufcstats.com/fighter-details/ee9d73f4fee9cbdd
"Jul 12, 1977","6' 4""",Soa Palelei,"81""",Orthodox,http://ufcstats.com/fighter-details/60029bcf496bd707
"Sep 26, 1982","5' 6""",Hugo Viana,"67""",Orthodox,http://ufcstats.com/fighter-details/f95381efb3051d81
"Apr 01, 1988","5' 11""",Ramsey Nijem,"75""",Orthodox,http://ufcstats.com/fighter-details/22aa91e402d0fe1f
"Jun 24, 1986","5' 11""",Jessamyn Duke,"73""",Orthodox,http://ufcstats.com/fighter-details/a7ddae0be8b78147
"Nov 07, 1980","5' 9""",Ivan Jorge,"73""",Orthodox,http://ufcstats.com/fighter-details/19db7ac26308178f
"Feb 08, 1989","6' 0""",Pawel Pawlak,"73""",Orthodox,http://ufcstats.com/fighter-details/9310418684bc896f
"Apr 25, 1989","5' 10""",Leonardo Mafra,"70""",Orthodox,http://ufcstats.com/fighter-details/8bbc0cfc01bc1ba1
"Oct 15, 1982","5' 6""",Vaughan Lee,"66""",Orthodox,http://ufcstats.com/fighter-details/8bb6f4479685bbcc
"Jul 06, 1987","6' 3""",Hans Stringer,--,Orthodox,http://ufcstats.com/fighter-details/523f6ad11dbe9b53
"Oct 20, 1986","5' 10""",Paul Redmond,--,Orthodox,http://ufcstats.com/fighter-details/3f56b99447f00607
"Apr 06, 1985","5' 4""",Marcus Brimage,"71""",Southpaw,http://ufcstats.com/fighter-details/81801f57bd0a7c41
"Sep 21, 1978","5' 10""",Josh Thomson,"71""",Orthodox,http://ufcstats.com/fighter-details/a566371ba2ad7152
"Dec 06, 1980","6' 1""",Igor Araujo,"77""",Orthodox,http://ufcstats.com/fighter-details/dbea8c1cb327ab3d
"Nov 18, 1982","6' 2""",Ildemar Alcantara,"78""",Orthodox,http://ufcstats.com/fighter-details/7c6e87729e824ef4
"Jan 15, 1986","6' 1""",Andrew Craig,"76""",Orthodox,http://ufcstats.com/fighter-details/8a70ceb3edbe757b
"Jun 30, 1981","6' 1""",Dan Miller,"74""",Orthodox,http://ufcstats.com/fighter-details/d0c29452d3272603
"Nov 03, 1987","5' 6""",Darrell Montague,"67""",Southpaw,http://ufcstats.com/fighter-details/bffeb123b21c9aad
"Jun 19, 1979","6' 1""",Mike Swick,"77""",Orthodox,http://ufcstats.com/fighter-details/9fe85152f351e737
"Feb 12, 1985","5' 8""",Yosdenis Cedeno,"69""",Orthodox,http://ufcstats.com/fighter-details/3e61082025db8137
"Jul 22, 1983","6' 0""",Eddie Gordon,"76""",Orthodox,http://ufcstats.com/fighter-details/8cad40a75e5c97f5
"Mar 07, 1984","6' 0""",Joe Merritt,--,Orthodox,http://ufcstats.com/fighter-details/e82d5f54daa85a7e
"Sep 19, 1987","5' 10""",Lewis Gonzalez,--,Orthodox,http://ufcstats.com/fighter-details/2ff2e6e5abea3e53
"Sep 14, 1988","5' 10""",Alan Omer,--,Orthodox,http://ufcstats.com/fighter-details/f2ad06f1007c481a
"Aug 22, 1989","6' 1""",Niklas Backstrom,--,Orthodox,http://ufcstats.com/fighter-details/39cc64bf0a269db9
"Jul 21, 1988","5' 10""",Antonio Dos Santos,--,Orthodox,http://ufcstats.com/fighter-details/81b8b3fb019dc69d
"Nov 27, 1980","6' 0""",Brian Ebersole,"73""",Southpaw,http://ufcstats.com/fighter-details/32ba186f4b0e3267
"Jan 26, 1983","5' 10""",Justin Edwards,"70""",Orthodox,http://ufcstats.com/fighter-details/e56daf7725a0b5ab
"Apr 27, 1984","5' 11""",Ricardo Abreu,--,Orthodox,http://ufcstats.com/fighter-details/aa6e591c2a2cdecd
"Dec 22, 1992","5' 8""",Leonardo Morales,--,Southpaw,http://ufcstats.com/fighter-details/45230be0641f3f53
"Nov 27, 1981","6' 1""",Ryan Jimmo,"73""",Orthodox,http://ufcstats.com/fighter-details/bc3ec52ef70fc155
"Jun 01, 1983","5' 10""",Wendell Oliveira Marques,--,Orthodox,http://ufcstats.com/fighter-details/32c03df3c9760069
"May 06, 1982","5' 11""",Luiz Dutra,--,Orthodox,http://ufcstats.com/fighter-details/2153a7f8396a46cc
"Jul 24, 1984","5' 4""",Josh Sampo,"64""",Orthodox,http://ufcstats.com/fighter-details/f65dcb22dada2223
"Nov 29, 1979","5' 11""",Constantinos Philippou,"73""",Orthodox,http://ufcstats.com/fighter-details/05560764359161e4
"Feb 09, 1978","6' 0""",Mark Munoz,"71""",Orthodox,http://ufcstats.com/fighter-details/179f1948dc234f1f
"Apr 13, 1988","6' 6""",Luke Barnatt,"77""",Orthodox,http://ufcstats.com/fighter-details/172c2135e70f87b7
"Mar 10, 1990","5' 11""",Lipeng Zhang,"71""",Southpaw,http://ufcstats.com/fighter-details/7b310409440c9102
"Nov 15, 1986","5' 7""",Royston Wee,"67""",Orthodox,http://ufcstats.com/fighter-details/b9c03e7a4557e542
"Dec 04, 1990","5' 4""",Roldan Sangcha'an,--,Orthodox,http://ufcstats.com/fighter-details/57887765f831e228
"May 17, 1988","5' 6""",Nolan Ticman,--,Orthodox,http://ufcstats.com/fighter-details/9eb069062a0cfc13
"Jul 18, 1983","5' 11""",Hatsu Hioki,"73""",Orthodox,http://ufcstats.com/fighter-details/ef7fa30364cbe7f2
"Nov 15, 1982","5' 4""",Lisa Ellis,--,,http://ufcstats.com/fighter-details/77350fd0e6d1dba8
"Nov 15, 1979","6' 1""",Dylan Andrews,"74""",Switch,http://ufcstats.com/fighter-details/00debc804e2b1cd4
"Feb 06, 1977","5' 11""",Vik Grujic,"73""",Orthodox,http://ufcstats.com/fighter-details/1e7483dbff40b84b
"Mar 27, 1986","5' 5""",Alptekin Ozkilic,"65""",Orthodox,http://ufcstats.com/fighter-details/e18a19001a3f7c7d
"Jun 20, 1978","6' 1""",Quinton Jackson,"73""",Orthodox,http://ufcstats.com/fighter-details/ffc088e64fab57e9
"Nov 10, 1988","5' 9""",David Michaud,--,Orthodox,http://ufcstats.com/fighter-details/49f4b511932f71e9
"Feb 09, 1976","5' 10""",Chris Clements,"70""",Orthodox,http://ufcstats.com/fighter-details/e5ecaf884b6da2bc
"Apr 14, 1977","5' 7""",Jessica Rakoczy,--,Orthodox,http://ufcstats.com/fighter-details/ffdeb4fbea09ce75
"Jun 09, 1987","5' 9""",Jimy Hettes,"71""",Southpaw,http://ufcstats.com/fighter-details/893d51aaf024eddd
"Sep 10, 1974","6' 2""",Mirko Filipovic,"73""",Southpaw,http://ufcstats.com/fighter-details/c32fb8c0f6471a4d
"Oct 26, 1981","6' 3""",Seth Baczynski,"75""",Orthodox,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a
"Jul 11, 1991","5' 5""",Izabela Badurek,--,Orthodox,http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664
"Oct 10, 1989","5' 10""",Marcin Bandel,--,Orthodox,http://ufcstats.com/fighter-details/5c2ce761399dc9c5
"Apr 08, 1987","5' 9""",Rocky Lee,--,Orthodox,http://ufcstats.com/fighter-details/0d1c163b206e8c5f
"Mar 14, 1986","5' 8""",Robert Peralta,"71""",Orthodox,http://ufcstats.com/fighter-details/960d6cae8879ba2b
"Sep 06, 1987","5' 11""",Justin Jones,--,Orthodox,http://ufcstats.com/fighter-details/9b75954db8db2a08
"Nov 30, 1977","5' 10""",Josh Koscheck,"73""",Orthodox,http://ufcstats.com/fighter-details/dd37fd509af89f15
"Aug 08, 1980","5' 7""",Shayna Baszler,--,Orthodox,http://ufcstats.com/fighter-details/8ef4a91ac694b7ce
"Jul 22, 1986","5' 8""",Cain Carrizosa,--,Orthodox,http://ufcstats.com/fighter-details/064b7dc68d786254
"Jan 22, 1980","5' 8""",Jorge de Oliveira,--,Orthodox,http://ufcstats.com/fighter-details/ddf3e0ea10ea6d8c
"Dec 22, 1982","5' 4""",Bentley Syler,--,Orthodox,http://ufcstats.com/fighter-details/abd2109bc4cb0291
"Sep 09, 1983","6' 3""",Roger Narvaez,--,Southpaw,http://ufcstats.com/fighter-details/3a12a2f096a6d975
"Oct 20, 1982","6' 1""",Josh Copeland,--,Orthodox,http://ufcstats.com/fighter-details/3aa794cbe1e3484b
"Jun 21, 1986","5' 11""",Jake Lindsey,--,Switch,http://ufcstats.com/fighter-details/33e00249ef08d3a4
"Sep 07, 1994","5' 7""",Larissa Pacheco,--,Orthodox,http://ufcstats.com/fighter-details/16b89be2f5c16fba
"Mar 15, 1977","5' 4""",Norifumi Yamamoto,"66""",Southpaw,http://ufcstats.com/fighter-details/4834ff149dc9542a
"Feb 23, 1978","6' 2""",Ruan Potts,"75""",Orthodox,http://ufcstats.com/fighter-details/7e208569469c8bc8
"May 29, 1988","5' 10""",Alex Torres,--,Orthodox,http://ufcstats.com/fighter-details/e4e0f310b3cf23a8
"Jul 01, 1991","5' 11""",William Macario,"75""",Orthodox,http://ufcstats.com/fighter-details/ed74afc8b5b47a61
"Sep 11, 1987","5' 10""",Cody Gibson,"71""",Orthodox,http://ufcstats.com/fighter-details/700a674c042b7a96
"Nov 15, 1989","6' 1""",Josh Shockley,--,Orthodox,http://ufcstats.com/fighter-details/1d36f1ac66cf689d
"Nov 28, 1988","5' 11""",Patrick Walsh,--,,http://ufcstats.com/fighter-details/b4c96c3d9139bf0e
"Mar 12, 1991","5' 7""",Rodrigo de Lima,--,Orthodox,http://ufcstats.com/fighter-details/a4dc47001f202bcd
"Aug 02, 1983","6' 1""",Nick Diaz,"76""",Southpaw,http://ufcstats.com/fighter-details/f57a8a52ca401ed9
"May 07, 1984","5' 5""",Ian McCall,"64""",Orthodox,http://ufcstats.com/fighter-details/701e057d63c124d9
"Mar 31, 1984","6' 2""",Richardson Moreira,--,Orthodox,http://ufcstats.com/fighter-details/9147679e1a4ad4a3
"Aug 15, 1991","6' 3""",Andy Enz,"78""",Orthodox,http://ufcstats.com/fighter-details/993d385f5a475375
"Sep 25, 1984","6' 2""",Phil Davis,"79""",Orthodox,http://ufcstats.com/fighter-details/902ab9197b83d0db
"Aug 27, 1982","5' 8""",Akira Corassani,"68""",Orthodox,http://ufcstats.com/fighter-details/3f52ce18fb98008f
"Feb 16, 1989","5' 8""",Andy Ogle,"69""",Orthodox,http://ufcstats.com/fighter-details/b6c4451cb13c9303
"Dec 09, 1981","5' 11""",Stanislav Nedkov,"71""",Orthodox,http://ufcstats.com/fighter-details/1d4bbaabd8b60173
"Nov 28, 1983","5' 8""",Shane Howell,--,Orthodox,http://ufcstats.com/fighter-details/a7de976620f2ed13
"Oct 06, 1989","5' 9""",Sean Soriano,--,Orthodox,http://ufcstats.com/fighter-details/bd5403efbaa445c0
"Jun 12, 1986","6' 5""",Matt Van Buren,--,,http://ufcstats.com/fighter-details/7b39035fae7268b8
"Feb 27, 1986","5' 7""",Tateki Matsuda,--,Orthodox,http://ufcstats.com/fighter-details/3a524c6700addc24
"Aug 28, 1984","5' 3""",Louis Gaudinot,"63""",Orthodox,http://ufcstats.com/fighter-details/b72a60a0cadff408
"Feb 03, 1980","5' 7""",Rodrigo Damm,"71""",Orthodox,http://ufcstats.com/fighter-details/a20d7dfaba74c067
"Dec 05, 1983","6' 1""",Mats Nilsson,--,Orthodox,http://ufcstats.com/fighter-details/a9bcf8717dd12532
"Aug 31, 1990","5' 9""",Alexis Dufresne,--,Orthodox,http://ufcstats.com/fighter-details/4ae4049426e0161d
"Dec 04, 1989","6' 1""",Mike Rhodes,"74""",Orthodox,http://ufcstats.com/fighter-details/b7ad576b8ae115e6
"Jul 25, 1982","5' 9""",Tom Niinimaki,"69""",Orthodox,http://ufcstats.com/fighter-details/5fceb45939fc0c8a
"Oct 12, 1984","5' 8""",Jamie Varner,"71""",Orthodox,http://ufcstats.com/fighter-details/a54fc2d6fc224dc3
"Mar 28, 1985","5' 9""",Joe Ellenberger,"72""",Orthodox,http://ufcstats.com/fighter-details/8e8e4487c621aa1c
"Dec 13, 1980","6' 0""",Garett Whiteley,"72""",Orthodox,http://ufcstats.com/fighter-details/129537073431e52e
"May 21, 1989","5' 7""",Dustin Kimura,"71""",Orthodox,http://ufcstats.com/fighter-details/fe91d254db77a7fc
"Mar 18, 1983","6' 4""",Brendan Schaub,"78""",Orthodox,http://ufcstats.com/fighter-details/89a407032911e27e
